Title,Author,Fandom,Url,Kudos,Summary,Content
On our way back home,Kathleenishereagain,The Beatles (Band),https://archiveofourown.org/works/20258821,"3,613","Summary: Something ticked in Paul’s mind as the familiar words washed through him. When he looked at John, his friend was already looking at him. And suddenly, it all became clear: He remembered having that conversation more than 50 years ago. He remembered it too well. He had been thinking about it for years, wondering what he should have understood, how he should have reacted. If it was as meaningful as it had felt or if his memory had just romanticized it. “I don’t think a love like that obeys to any rules,” John went on, unaware of Paul’s agitation. “It’s not something that humans have created, not like a societal thing. It’s deeper than that, and that’s what some people are afraid of I guess, because they can’t control it. Whatever laws they create, they can never control it. A white lad will fall in love with a black girl.” He paused. “A lad with another lad. You know.” -- Summer 2019, 77-year-old Paul wakes up feeling surprisingly good. One tiny problem: he is back in December 1965. PLEASE DO NOT SHARE THIS FIC ON ANY PLATFORM. DO NOT PUT IT ON GOODREADS, OR ON ANOTHER FANFICTION PLATFORM, PLEASE. NO TRANSLATIONS EITHER, SORRY.",Mature No Archive Warnings Apply F/M M/M The Beatles (Band) John Lennon/Paul McCartney Minor or Background Relationship(s) John Lennon Paul McCartney George Harrison Ringo Starr Brian Epstein Jane Asher Cynthia Lennon Julian Lennon Neil Aspinall Pattie Boyd Mal Evans Maureen Cox Starkey Bernice Bing Original Cat Character(s) Alternate Universe - Canon Period-Typical Homophobia Period-Typical Sexism Internalized Homophobia Slow Burn Panic Attacks Depression References to Drugs Time Travel Angst with a Happy Ending Minor Character Death
We Can Find Our Way Somehow,MoniqueMcCartney,"The Beatles, McLennon - Fandom, John Lennon/Paul McCartney - Fandom",https://archiveofourown.org/works/23649193,"1,614","Summary: John and Paul meet at school. Paul has a deep, dark secret that impacts his life immensly. And so it also impacts John's life. In a world that's very hostile towards their relationship, they try to find their way somehow, both privately as well as professionally. And that isn't always easy......The (fictional) story of John and Paul through the years, in many, many chapters.","Mature Graphic Depictions Of Violence Rape/Non-Con Underage M/M The Beatles McLennon - Fandom John Lennon/Paul McCartney - Fandom John Lennon/Paul McCartney John Lennon & Paul McCartney John Lennon Paul McCartney George Harrison Ringo Starr Brian Epstein Jim McCartney Mike McCartney Mimi Smith George Martin Alan ""Dusty"" Durband Stuart Sutcliffe Pete Best Steve Jones (Original Character) Maxwell Edison (Original Character) Tony Anderson (Original Character) Robert Fraser Yoko Ono Mal Evans Geoff Emerick Neil Aspenall Joshua Cohen (Original character) Linda Eastman - Character Julian Lennon Mary McCartney Harry Nilsson May Pang Roger Rutter (Original Character) Denny Laine Heather (See) Mccartney Sean McCartney (Lennon) Stella McCartney James McCartney Period-Typical Homophobia Child Abuse Suicide Attempt Angst Fluff Sex Slow Burn Drugs Homosexual parenthood Surrogate mother Alcohol Mental Health Issues Disability Murder attempt prison time Torture (Attempted) kidnapping Cancer Character Death"
Ten Minutes,"ChutJeDors, ImagineBeatles",The Beatles,https://archiveofourown.org/works/12129333,"1,222","Summary: Paul had thought that his friends only wanted the best for him, with giving him a gift card to a brothel and all. Now, having ended up in a room with a stunningly handsome male whore, he needs to reconsider those ideas about his friends, and his beliefs in life altogether. It’s just for ten minutes, though… Definitely a once in a lifetime thing, and all that. Totally! Right? Right??",Explicit No Archive Warnings Apply M/M The Beatles John Lennon/Paul McCartney George Harrison/Ringo Starr Paul McCartney/Original Character(s) John Lennon Paul McCartney George Harrison Ringo Starr The Breeze Lots of Sex very very lots paul is not gay give him space he needs time to think whore!john john's personality lives a double-life Alternate Universe - Modern Setting Modern AU Brothel AU Collaboration somehow we managed to do this and are still alive and well. BDSM Rimming overuse of sex toys dom/sub elements but not really cos john just really doesn't yield Slow Burn and they still have sex all the time. how dumb paul this boy has one braincell and he uses it to fuck john. OllieDeservesBetter2020 Eventual Happy Ending Mutual Pining Paul does not practise social distancing Bean Bag!Klaus Feelings are being Felt Pining Slurs Minor Violence Violence Against Sex Workers it's one instance but just a head's up there is a warning ahead of the chapter sex work is portrayed positively but some people are still assholes
Mclennon NSFW list,Auroralunatica,The Beatles (Band),https://archiveofourown.org/works/22108141,"1,204",Summary: Mclennon fanart NSFW PROMPTS,Explicit Creator Chose Not To Use Archive Warnings M/M The Beatles (Band) John Lennon/Paul McCartney John Lennon Paul McCartney NSWF Fanart Smut Bottom Paul McLennon they switch Bottom John Blow Jobs Anal Sex 69 (Sex Position) Wall Sex Bathtub Sex Love Bites A Hard Day's Night (Movie) Magical Mystery Tour I got high myself making these outfits please tell me you like em LOL Body Paint perspective? what is perspective? Body Worship Shakespeare skit Cuddling
Back Where You Belong,sleeprettydarling,"The Beatles, Music RPF",https://archiveofourown.org/works/1360711,"1,194","Summary: George can read him like a book, and he's not sure he likes what he sees.",Teen And Up Audiences No Archive Warnings Apply Gen M/M The Beatles Music RPF John Lennon/Paul McCartney George Harrison John Lennon Paul McCartney Ringo Starr
Lifting Latches,thinkpink20,The Beatles,https://archiveofourown.org/works/346391,"1,172","Summary: In which Paul and John swap t-shirts, and also somehow change the nature of their relationship...",Explicit No Archive Warnings Apply M/M The Beatles John Lennon/Paul McCartney John Lennon Paul McCartney George Harrison Cynthia Lennon Pete Best
Sending Postcards,thinkpink20,The Beatles,https://archiveofourown.org/works/346393,"1,072",Summary: The sequel to 'Lifting Latches'.,Explicit No Archive Warnings Apply M/M The Beatles John Lennon/Paul McCartney John Lennon Paul McCartney Cynthia Lennon George Harrison Pete Best
Whatever Gets You Through the Night,sleeprettydarling,"The Beatles, Music RPF",https://archiveofourown.org/works/9963884,896,"Summary: When John catches wind of a prostitute in Hamburg who's willing to do two blokes at once, he and Paul agree to pay her a visit. John has an ulterior motive, but he's unaware that Paul has a plan of his own. Misunderstandings, feelings, and an abundance of sex ensue.",Explicit No Archive Warnings Apply M/M Multi The Beatles Music RPF John Lennon/Paul McCartney Threesome - F/M/M Drama Fluff and Smut Getting Together McLennon Fanfic Exchange
Carry that Weight,waveofahand,"The Beatles (Band), McLennon - Fandom",https://archiveofourown.org/works/22090831,888,"Summary: A month after receiving their MBE’s Paul McCartney is ready to argue that the Beatles have as much or more power and social influence as those who would like to influence the band. Arrogant? Maybe, but it's no justification for what happens to him after someone spikes his drink during a meet-and-greet with the toffs. Thus begins a nightmare for him, for the band, and especially for John Lennon and the whole ""McLennon"" relationship. Note TRIGGER WARNINGS as you see them. Although it wasn't written as such, the short story ""The French Kiss"" is a good prologue to this book.  This story is ENTIRELY a work of fiction, and a product of my own imagination. I do not own the Beatles and wouldn't wish any of this on them.",Mature Rape/Non-Con Graphic Depictions Of Violence M/M The Beatles (Band) McLennon - Fandom John Lennon/Paul McCartney John Lennon & Paul McCartney Paul McCartney/Jane Asher Paul McCartney/Original Female Character - Relationship Paul McCartney John Lennon Brian Epstein Jim McCartney Original Male Character(s) George Harrison Ringo Starr Jane Asher Original Female Character McLennon Fan fiction Drink Spiking Kidnapping Implied/Referenced Rape/Non-con Angst and Hurt/Comfort Heavy Angst Period-typical reactions to rape Period-Typical Homophobia Just freaking agony PLEASE NOTE TRIGGER WARNINGS WHEN THEY APPEAR Paul McCartney has PTSD Post-Traumatic Stress Disorder - PTSD Suicidal Thoughts Original Female Character - Freeform Canon Divergence Sexual Dysfunction John is incredibly tender with Paul Until he gets stupid The realities of rape Paul has a daughter John is in an emotional freefall... Minor use of drugs Help! Rubber Soul - Freeform John has PTSD too A terrifying acid trip Implied Daddy Kink Christmas Beatles Christmas Hurt/Comfort
"Purple bruises, faded scars and fresh cuts",Unholy,5 Seconds of Summer (Band),https://archiveofourown.org/works/2505473,"3,133","Summary: When Ashton finally reached his home, limping, bruised and crying silently, the door flew open before he had the chance to reach for the knob and his father looked at him with such fury and hatred in his eyes that Ashton cringed involuntarily. Ashton just awkwardly stood on his own lawn as his father looked him up and down, nose crinkling in disgust as he saw the multiple bruises on his son’s face. Eventually he grabbed Ashton’s collar and dragged him into the house. Ashton yelped in pain when he stumbled over the threshold and fell to the floor, his ribs throbbing painfully. His father walked around him in circles, shaking his head disapprovingly, his face distorted from anger. He was like a predator, teasing its wounded prey, enjoying the moment before ending its life. Ashton watched the man he called his father anxiously from where he was situated on the floor, curling up into a ball, trying to make himself as small as possible, despite the stinging and throbbing and bleeding of his body. And eventually, the predator attacked.  Or a soulmate au where everyone gets their soulmate’s injuries on their own body and Michael is worried sick about his.",Explicit Graphic Depictions Of Violence M/M 5 Seconds of Summer (Band) Michael Clifford/Ashton Irwin Luke Hemmings/Calum Hood Luke Hemmings/Ashton Irwin Jack Barakat/Alex Gaskarth Michael Clifford Ashton Irwin Calum Hood Luke Hemmings Karen Clifford Anne Marie Irwin Liz Hemmings Ben Hemmings Jack Hemmings Daryl Clifford Joy Hood Jack Barakat Alex Gaskarth Rian Dawson Zack Merrick Original Child Character(s) Minor Characters Mali Koa Hood David Hood Alternate Universe - High School Alternate Universe - Soulmates Self-Harm Self-Hatred Self-Esteem Issues Child Abuse Bullying Suicide Attempt Angst Denial of Feelings Fluff Punk Luke Sad Ashton It Gets Worse Before It Gets Better Kidnapping Flower Crowns Sad Eventual Romance Unrequited Love Falling In Love Love Triangles Physical Abuse Mental Health Issues Major Character Injury Injury Recovery Post-Traumatic Stress Disorder - PTSD Hate to Love Recovery Hospitals Panic Attacks Anxiety Suicidal Thoughts Katy made me a lovely cover!! Temporary Character Death Fire Burns
Arcadia,paperstorm,5 Seconds of Summer (Band),https://archiveofourown.org/works/3390182,"2,494","Summary: Crisp, thin air. The rough scrape of blades on ice. The jumbled, unintelligible echo of male voices, ringing off the rafters and bouncing through the empty seats. The familiar smell, sweaty equipment and rubber flooring and Zamboni fluid. Luke’s taken to closing his eyes sometimes, cutting off his primary sense, and just absorbing the noise and the scent and the feel of cool air on his cheeks. That way, regardless of where he is, an arena still feels like home. Or, an AU in which Luke is a small-town hockey superstar who gets drafted to the Montreal Canadiens, Ashton is the bubbly team Captain, Calum is a defenceman with a bad habit of settling on-ice conflicts with his fists, and Michael is the NHL's first openly gay player.",Explicit No Archive Warnings Apply M/M 5 Seconds of Summer (Band) Michael Clifford/Luke Hemmings Luke Hemmings Michael Clifford Ashton Irwin Calum Hood Ben Hemmings Jack Hemmings Liz Hemmings Michel Therrien Carey Price Brendan Gallagher P. K. Subban Nathan Beaulieu Andy Hemmings Sidney Crosby Evgeni Malkin Kris Letang Alternate Universe 5sos as hockey players because I have dirty enablers for friends Romance Muke - Freeform Explicit Sexual Content Past Child Abuse Minor Violence Alternate Universe - Sports Enemies to Friends to Lovers
Act Your Age,5_Seconds_of_Summer,"One Direction (Band), 5 Seconds of Summer (Band), Little Mix (Band), Ed Sheeran (Musician)",https://archiveofourown.org/works/1895013,"2,432","Summary: Louis is acting just a tad too sassy lately. Harry, with the help of his other band mates, decide to treat Louis exactly how he is acting. -- Or, a self-indulgent fic where Harry puts Louis back in nappies for acting up one too many times and the five of them form one big, happy family. -- Character Asks: http://awhatifkindofrelationship.tumblr.com/ -- Polish Translation provided by Najna",Teen And Up Audiences No Archive Warnings Apply M/M One Direction (Band) 5 Seconds of Summer (Band) Little Mix (Band) Ed Sheeran (Musician) Harry Styles/Louis Tomlinson OT5 - Relationship Niall Horan/Zayn Malik/Liam Payne/Harry Styles/Louis Tomlinson Larry Stylinson Zayn Malik/Liam Payne Niall Horan/Zayn Malik Niall Horan/Zayn Malik/Liam Payne Harry Styles Louis Tomlinson Liam Payne Niall Horan Zayn Malik Ed Sheeran Perrie Edwards Jesy Nelson Ashton Irwin Michael Clifford Calum Hood Luke Hemmings Harry Magee Paul Higgins Richard Griffiths Age Play Ageplay Age Regression/De-Aging Infantilism Diapers nappies Nonsexual Ageplay Fluff Smut Maybe some angst Dom/sub Domestic Fluff Daddy Kink Sex Toys Spanking time outs Baby!Louis daddy!harry Daddy!Zayn daddy!Liam daddy!niall but more of like bigbrother!Niall Chaptered WIP daily updates Reality Overuse of italics toddler!Niall Established Relationship
Terrible and Wonderful,alseeptoday,5 Seconds of Summer (Band),https://archiveofourown.org/works/1923888,"2,191","Summary: Competitiveness can be an ugly trait in people but when Michael decides to challenge the rest of the boys to a competition in endurance, they all find that they are eager to prove themselves to each other. Well, maybe except Luke.    Basically, the boys decide to wank off together to see who lasts the longest but it sort of maybe ends up becoming some kind of thing.",Explicit Creator Chose Not To Use Archive Warnings M/M 5 Seconds of Summer (Band) OT4 - Relationship Michael Clifford/Calum Hood/Luke Hemmings/Ashton Irwin Michael Clifford Luke Hemmings Calum Hood Ashton Irwin Friendship Masturbation Circle Jerk Sort Of boys being competitive Orgasm Delay/Denial Humor Comeplay only a hint of it Anal Fingering Blow Jobs Painplay again only a hint
Heavily Broken,itcrystal,5 Seconds of Summer (Band),https://archiveofourown.org/works/4107781,"2,028","Summary: Blonde, innocent, blue eyed Luke is working for the band and all they can think about is how to wreck him heavily.",Explicit Creator Chose Not To Use Archive Warnings Graphic Depictions Of Violence Rape/Non-Con M/M 5 Seconds of Summer (Band) Luke Hemmings/Calum Hood Luke Hemmings/Ashton Irwin Michael Clifford/Ashton Irwin Luke Hemmings Calum Hood Ashton Irwin Michael Clifford Anal Sex Anal Fingering Anal Play Spanking Rough Sex Roughness Oral Sex Rough Oral Sex Rough Kissing Rough Body Play Pining Rape Sub Luke Dom/sub Swearing Dirty Talk Dirty Thoughts Humiliation Verbal Humiliation Cake Lashton - Freeform Explicit Sexual Content Explicit Language Face-Fucking Face Slapping Threats of Rape/Non-Con Threats of Violence Blackmail Blow Jobs Come Swallowing Bottoming Topping
Mockingbird,thesoulsailor,5 Seconds of Summer (Band),https://archiveofourown.org/works/2140509,"1,945","Summary: It was then that Michael realised two things. First off the boy on the ground was gorgeous. All fair skin and scrawny limbs, golden hair styled into a faux hawk and mesmerising eyes, coloured a clear, sharp blue. He was breath-taking in a subtle way that didn't call for attention. Secondly the boy on the ground wore a yellow band around his upper arm, three black spots explaining why he wasn't fighting back. He couldn't. The boy was beautiful. The boy was blind.  or Luke is blind, Michael is new and everything after they meet is nothing one of them would've ever expected.",Explicit No Archive Warnings Apply M/M 5 Seconds of Summer (Band) Michael Clifford/Luke Hemmings Michael Clifford Luke Hemmings Calum Hood Ashton Irwin Original Male Character(s) Original Female Character(s) Liz Hemmings Harry Irwin punk!michael blind!luke highschool!au jock!calum ashton is ashton honestly
You Are The Moon That Breaks The Night,thesoulsailor,5 Seconds of Summer (Band),https://archiveofourown.org/works/4906804,"1,944","Summary: “He’s lying in their territory."" “Half,” the calm voice interrupted, “he’s lying half in their territory.” “You know they won’t give a shit about that.” A few seconds of silence passed, ""I will not let him die here."" “But-” “Michael”, the calm voice snapped. There was a sense of finality to its tone. Purple hair, apparently called Michael, let out a frustrated noise. ""Guys,” that was Luke, again. “I know.” Ashton was about to wonder what the calm voice knew, when all his thoughts were violently pushed to a hard stop as soft lips bumped against the shell of his ear, the sensation nearly overtoning the hushed “I am sorry” that followed. or a drunk walk home is destined to change Ashton's life forever.",Explicit Graphic Depictions Of Violence M/M 5 Seconds of Summer (Band) Calum Hood/Ashton Irwin Michael Clifford/Luke Hemmings Ashton Irwin Calum Hood Michael Clifford Luke Hemmings Original Characters Ashley Frangipane | Halsey Peder Losnegård Mali Koa Hood Karen Clifford Joy Hood this is a teen wolf/big wolf on campus/werewolf AU werewolf!calum werewolf!michael werewolf!luke also a kind of High School AU blood tw violence tw they are wolves there's some fighting going on hehe everybody is naked a lot Cuddling & Snuggling Pack Dynamics this is NOT a/b/o verse just normal dudes being part time wolves Slow Burn Intense Boys Kissing Anal Sex top!Calum bottom!Ashton Angry Kissing Possessive Behavior there is a tiny dubcon moment but that's not between any of the boys Fluff and Angst Happy Ending Blow Jobs Anal Fingering True Love
What I (don't) like about you,truly_madly_deeply,"5 Seconds of Summer (Band), One Direction (Band)",https://archiveofourown.org/works/3176298,"1,781","Summary: Michael hates Luke, Luke hates Michael. When Luke’s older brother Ashton starts dating Michael’s best friend Calum out of all people, the two arch enemies are suddenly forced to spend way too much time together. Which they don’t like at all, but hey, shit happens, and so does love. Or the one where Luke gets his lip pierced and Michael finds it very distracting.",Explicit Creator Chose Not To Use Archive Warnings M/M 5 Seconds of Summer (Band) One Direction (Band) Michael Clifford/Luke Hemmings Calum Hood/Ashton Irwin Harry Styles/Louis Tomlinson (minor) Niall Horan/Liam Payne (minor) Muke muke clemmings - Relationship Cashton - Relationship Luke Hemmings Michael Clifford Calum Hood Ashton Irwin Louis Tomlinson Harry Styles Niall Horan Liam Payne Original Female Character(s) Alternate Universe - High School Hate to Love Hand Jobs Blow Jobs Rimming Fluff and Smut Love/Hate Fluff Smut Anal Sex Enemies to Friends Enemies to Lovers Enemies to Friends to Lovers Friends to Lovers 1D are minor in this but I still love them Making Out Public Hand Jobs Public Blow Jobs Anal Fingering Jealousy
Looks Like He Can Surf,LyricalPary,5 Seconds of Summer (Band),https://archiveofourown.org/works/1827343,"1,691","Summary: They spend the summer before university in an old beach house. Luke meets the human embodiment of sunshine. Just like the ocean waves, sometimes people are unpredictable.",Explicit No Archive Warnings Apply M/M 5 Seconds of Summer (Band) Luke Hemmings/Ashton Irwin Luke Hemmings Ashton Irwin Michael Clifford Calum Hood Alternate Universe Alternate Universe - Beach Summer Vacation Surfing Romance Pining Awkward Flirting Luke is a little awkward Lifeguard Ashton thinks he's cute Friends With Benefits Casual Sex quite casual indeed
And I almost had you.,orphan_account,5 Seconds of Summer (Band),https://archiveofourown.org/works/1552427,"1,677","Summary: '""Good night weirdo."" Luke mocked, and then rolled over away from him. Ashton just hoped that Luke would stay quiet in his sleep this time. ' [AKA the one where Ashton knows exactly what to do to get what he wants from Luke and Luke is a powerbottom, as it turns out!]",Teen And Up Audiences Creator Chose Not To Use Archive Warnings M/M 5 Seconds of Summer (Band) Luke Hemmings/Ashton Irwin Luke Hemmings Ashton Irwin Calum Hood Michael Clifford Lashton - Freeform 5SOS - Freeform 5SoS smut lashton smut Fluff Teasing a lot of teasing actually lashton fic Wet Dream Luke is a powerbottom this is like Smut and Fluff Friends to Lovers
Silvered Gold of Dying Days,64907,Arashi (Band),https://archiveofourown.org/works/10796373,531,"Summary: He was recommended to Jun, and Jun knows that it also meant that Aiba recommended Jun to him. These kinds of things go both ways.",Explicit No Archive Warnings Apply M/M Arashi (Band) Matsumoto Jun/Sakurai Sho Matsumoto Jun Ninomiya Kazunari Aiba Masaki Sakurai Sho Various Characters Alternate Universe Alternate Universe - Modern Setting Sugar Daddy Masturbation Semi-Public Sex Pec Fucking Explicit Sexual Content Daddy Kink
can't say I love you,mikunicchi,Arashi (Band),https://archiveofourown.org/works/20169310,492,"Summary: Nino knew that his life was going to change when he agreed to the marriage. However, marrying the nationwide famous actor Matsumoto Jun was something he hadn't been expecting at all.",Explicit Creator Chose Not To Use Archive Warnings M/M Arashi (Band) Matsumoto Jun/Ninomiya Kazunari Aiba Masaki&Ninomiya Kazunari Matsumoto Jun/Ohno Satoshi Aiba Masaki/Sakurai Sho Ninomiya Kazunari Matsumoto Jun Sakurai Sho Ohno Satoshi Aiba Masaki Alternate Universe - Arranged Marriage Fluff slight dose of angst Slow Burn Mutual Pining Misunderstandings Confessions Hand Jobs Bathroom Sex Top!Nino Anal Fingering Anal Sex
Lost & Found,reveetoile,Arashi (Band),https://archiveofourown.org/works/14556801,302,"Summary: Okay: I decided to change the warning because I got begged by friends. There might be a one-shot about the character death that I've planned but it won't be in this story. So Ohno survives. If that held you back, feel free to read this story. But be warned Ohno is still ill for the most part of this story.  Ohno meets Nino in hospital after Nino was in an accident with his parents. He didn't know how many lives would change now.",Explicit No Archive Warnings Apply M/M Arashi (Band) Ninomiya Kazunari/Ohno Satoshi Matsumoto Jun/Ninomiya Kazunari Matsumoto Jun/Ninomiya Kazunari/Ohno Satoshi Ninomiya Kazunari Ohno Satoshi Matsumoto Jun Alternate Universe - Soulmates Threesome - M/M/M Fluff and Angst Hurt/Comfort Oral Sex Anal Sex Sex Major Illness
Between the Shadow and the Soul,64907,Arashi (Band),https://archiveofourown.org/works/30015924,279,"Summary: After the earthquake, Sho moves back to his hometown hoping for a better future than the one he just lost. He finds work in a strange orphanage that has no children, but the mystery doesn’t end there.",Explicit No Archive Warnings Apply M/M Arashi (Band) Matsumoto Jun/Sakurai Sho Sakurai Sho Matsumoto Jun Ninomiya Kazunari Aiba Masaki Ohno Satoshi Various Characters Alternate Universe Alternate Universe - Vampire Mystery Minor Character Death Historical Implied/Referenced Suicide Slow Burn Human/Vampire Relationship Sexual Tension Survivor Guilt Masturbation Biting Blood Drinking Cock Warming Explicit Sexual Content
Pregnancy is overrated,Drago,"DBSK | Tohoshinki | TVfXQ | TVXQ, w-inds., All City Steppers, KEITA - Fandom, Shameless (US), Arashi (Band), H.O.T. (Band), GLAY, The Predators",https://archiveofourown.org/works/5194472,278,Summary: INFORMATION UPDATE,Mature Creator Chose Not To Use Archive Warnings M/M DBSK | Tohoshinki | TVfXQ | TVXQ w-inds. All City Steppers KEITA - Fandom Shameless (US) Arashi (Band) H.O.T. (Band) GLAY The Predators Jung Yunho/Shim Changmin MinHo couple Ogata Ryuichi/Tachibana Keita KeiRyu Ian Gallagher/Mickey Milkovich Matsumoto Jun/Ninomiya Kazunari/Ohno Satoshi Junta Ahn Chilhyun | Kangta/Moon Heejoon Jung Yunho/Kim Jaejoong Hisashi/Jiro (GLAY) Shim Changmin Jung Yunho Keita Tachibana Ryuichi Ogata Ryohei Chiba Manami Ogata kpop - Character Jpop - Character Ian Gallagher Mickey Milkovich Mandy Milkovich Ninomiya Kazunari Ohno Satoshi Matsumoto Jun Moon Heejoon Kangta - Character Leo Imamura Iggy Milkovich Hisashi Tonomura Jiro Yoshihito Wayama Discussion of Abortion Mpreg Angst Fluff Sex Talk turkey baster I think it's an important tag Alpha/Beta/Omega Dynamics Threesome Threesome - M/M/M Postpartum Depression Depression Substance Abuse Drug Use Jealousy Infertility chicken Pregnancy Pregnancy Kink Anal Fingering Rimming
heart is sunk in love and dole,64907,Arashi (Band),https://archiveofourown.org/works/23875126,262,"Summary: When the infamous warlord known as The Nightwind claims him as his war prize, Prince Sakurai Sho discovers that the stories are not what they seem.",Explicit No Archive Warnings Apply M/M Arashi (Band) Matsumoto Jun/Sakurai Sho Sakurai Sho Matsumoto Jun Aiba Masaki Ninomiya Kazunari Ohno Satoshi Alternate Universe - Fantasy Magic Forced Marriage Royalty War Blood and Injury Misunderstandings Mutual Pining Sexual Tension Orgasm Delay Explicit Sexual Content
Cat(fish) by the Tail,64907,Arashi (Band),https://archiveofourown.org/works/24963982,254,"Summary: When Matsumoto Jun finds someone on Tinder catfishing as his beloved idol, he takes it upon himself to expose them for what they truly are. Or the downfall of a man in fifteen parts (and his rise in one).",Explicit No Archive Warnings Apply M/M Arashi (Band) Matsumoto Jun/Sakurai Sho Matsumoto Jun Sakurai Sho Ninomiya Kazunari Ikuta Toma Oguri Shun Various Characters Alternate Universe Alternate Universe - Modern Setting Online Dating Multimedia Social Media Identity Porn Humor Romantic Comedy Explicit Language Invasion of Privacy Explicit Sexual Content
Growing together,reveetoile,Arashi (Band),https://archiveofourown.org/works/23246671,252,"Summary: Satoshi’s parents adopt Nino. They grow up as brothers, and it’s mostly just fluff a bit of growing into adulthood and all problems that come with it for Ohno and Nino. They will fall in love in their later years with much confusion on Nino’s part, and Ohno has a lot of patience for the other. Please if you don’t like it, just don’t read it.",Teen And Up Audiences No Archive Warnings Apply M/M Arashi (Band) Ninomiya Kazunari/Ohno Satoshi Ninomiya Kazunari Ohno Satoshi Past Child Abuse Adopted Children Adopted Sibling Relationship Miscarriage
Skyward,64907,Arashi (Band),https://archiveofourown.org/works/12167967,245,"Summary: Exiled to his enemy’s home planet, Crown Prince Matsumoto Jun must conceal his true identity, prevent an impending war, and reclaim his throne.",Explicit No Archive Warnings Apply M/M Arashi (Band) Matsumoto Jun/Sakurai Sho Matsumoto Jun Sakurai Sho Ninomiya Kazunari Aiba Masaki Ohno Satoshi Kitagawa Keiko Mizuhara Kiko Various Characters Alternate Universe Alternate Universe - Space Opera Enemies to Lovers Slow Burn Worldbuilding Injury Eventual Happy Ending Explicit Sexual Content Community: arashi_exchange
