Title,Author,Fandom,Url,Kudos,Summary,Content
Reset,Eggplant_Crusader,Wednesday (TV 2022),https://archiveofourown.org/works/43036650,"19,485","Summary: Everyone knows Wednesday and Enid have been dating for months now. The only problem is, no one thought to let Wednesday know.",Teen And Up Audiences No Archive Warnings Apply F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Yoko Tanaka Fluff Humor me: I hate it when the whole plot is miscommunication also me:
San Francisco,bishopsinclair_ (dustydandelions),Wednesday (TV 2022),https://archiveofourown.org/works/43238439,"15,250","Summary: The mystery surrounding Nevermore has finally been solved causing the term to end earlier than expected as the school recoups after the loss of two faculty members. Enid returns home to San Francisco where she comes face to face with a mystery centered around her. There she finds out what it means for a wolf who shifts for the first time while under the blood moon. Enid may just be more powerful that she thought. If only her mother would stop setting her up with a potential mate as she deals with new revelations. Good thing Wednesday is there to save the day, solve the mystery, and show a werewolf they stand no chance at winning Enid's affections.",Teen And Up Audiences Creator Chose Not To Use Archive Warnings F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Original Characters What happens in San Francisco Fluff Jealousy Enid and Wednesday were made for each other Original Character(s) Enid has mommy issues Wednesday visits San Francisco Wenclair - Freeform BAMF Wednesday Addams BAMF Enid Sinclair Wednesday Addams is Soft for Enid Sinclair No beta we die like weems Enid Sinclair & Thing Friendship Werewolf Enid Sinclair Werewolf Mates Protective Wednesday Addams Protective Enid Sinclair Enid Sinclair Loves Wednesday Addams
In the Heat of the Moment,PumpkinsBelow,Wednesday (TV 2022),https://archiveofourown.org/works/43850628,"14,903","Summary: “Then…” Enid steels herself. “Then can I touch myself, or not?” Wednesday exhales, uncrossing her arms. “You may.” This fucking girl. “Fine,” Enid says in a small voice, scooting back on the bed. She feels cowed and decidedly not turned on, shoved as far away from her as possible against the unforgiving headboard. This was not how she saw her Thursday afternoon going when she escaped to find some privacy.",Explicit No Archive Warnings Apply F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Aged-Up Character(s) Smut Mating Cycles/In Heat abo lite Submissive Enid Dominant Wednesday Fluff and Smut Possessive Sex Happy Ending Oral Sex Dirty Talk Pet Names Multiple Orgasms Aftercare Alpha/Beta/Omega Dynamics Not Actually Unrequited Love Sexual Tension enid goes into heat and wednesday is down for it for science Courting Rituals Oblivious Enid Sinclair Praise Kink Fingerfucking Mutual Pining Idiots in Love and they were ROOMMATES Light Bondage Spanking Dom/sub Subspace Face-Sitting Miscommunication Lack of Communication UNKNOWING lack of aftercare Subdrop Angst with a Happy Ending manufacturing your own misery: a memoir by enid Esther Sinclair's A+ Parenting biting kink Runes Edging Do not repost Don't copy to another site Temperature Play Wax Play Collars Werewolf Courting BDSM Alternate Universe - BDSM Language of Flowers Kink Negotiation Pet Play Light Choking Mutual Masturbation human on pancake violence
The Ghost in your Videos,MsMio,Wednesday (TV 2022),https://archiveofourown.org/works/44028672,"12,991","Summary: “who is that behind u???!!!” “IS THAT A GHOST!?” “THERE’S A REALLY HOT GIRL BEHIND YOU!!!!” Enid spins in her chair, and her scream surely peaks her microphone. Wednesday, in all of her goth glory, stands right behind Enid with her usual deadpan look. “Enid, you’re live streaming.” Or the AU where Enid is a YouTuber, and her fans can't stop asking about her goth roommate after she appears in one of the live streams.",Mature Creator Chose Not To Use Archive Warnings F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Yoko Tanaka Bianca Barclay Ajax Petropolus Eugene Ottinger Xavier Thorpe Alternate Universe - College/University Lesbian Wednesday Addams Lesbian Enid Sinclair oop Wednesday is butch again Enid is a Youtuber and her fans are feral about her hot roommate but so is Enid Smut Mild Painplay there's blood too but it's not that big of a deal
what does he have that I don't?,k0feew_milkk,Wednesday (TV 2022),https://archiveofourown.org/works/43020417,"11,986","Summary: Wednesday came in, closing the door behind her and walking up to her desk without even sparing her a second glance. That itself wasn’t unusual, it actually happened almost every night; what caught her attention was the way the other girl smelled. She smelled like Tyler. or that one fic where enid scents wednesday's clothes because she doesn't want her smelling like anybody else",Mature Graphic Depictions Of Violence F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams & Enid Sinclair Wednesday Addams Enid Sinclair Yoko Tanaka (Mentioned) Tyler Galpin (Mentioned) Jealousy First Kiss Hurt/Comfort Feelings Realization Not Actually Unrequited Love Scent Marking werewolves are very territorial so enid is possessive by default Love at First Sight wednesday fell first they both fell HARD
if we make it through december,overnights,Wednesday (TV 2022),https://archiveofourown.org/works/43517211,"11,188","Summary: There’s a pause, and then Wednesday speaks again. “I admit that I do have one ulterior motive in asking you to visit for the holidays.” Enid laughs, unsurprised; there’s the Wednesday she knows, even a phone line and a coast away. “Yeah? What is it?” “I told my parents that I’m in a relationship,” Wednesday says, offhand, like it’s just another sentence and not a lightning strike to Enid’s heart. ""With you, specifically.""",Not Rated No Archive Warnings Apply F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Enid Sinclair Wednesday Addams Gomez Addams Morticia Addams Pugsley Addams Thing (Addams Family) Post-Canon fake dating christmas au tis the damn season the hallmark lesbianification of wenclair
"there it is again, that funny feeling.",camomile_t,Wednesday (TV 2022),https://archiveofourown.org/works/43400328,"10,226","Summary: Suddenly, like the unpredictable spring of a cobra, the answer struck her. “Oh. I understand. You’re courting me.” She pauses for a moment, thinking. She notices and chooses to ignore the gradual parting of Enid’s lips as her mouth gapes. “Very well then. You may continue.” AKA: The fic where Enid stumbles into the Addam’s family tradition of formal courtship, and is left to continue to stumble through the process.",Teen And Up Audiences No Archive Warnings Apply F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Thing (Addams Family) Gomez Addams Morticia Addams rest of main cast mentioned. bianca yoko xavier etc Esther Sinclair (Wednesday) Murray Sinclair Mutual Pining but they don’t know it yet Gift Giving No beta we die like weems Autistic Wednesday Addams Wednesday Addams is Soft for Enid Sinclair but she won’t admit it Lesbian Enid Sinclair Lesbian Wednesday Addams Sleepy Cuddles Cuddling & Snuggling tw maybe for descriptions of violence when enid transforms in chap 4? Author Is Sleep Deprived Teasing Flirting Fluff Hurt/Comfort Post-Season/Series 01 Sickfic Protective Wednesday Addams Enid Sinclair is a Puppy Wednesday Addams Is An Archaic Little Lesbian
The Devouring of Hearts,RayShippouUchiha,"Marvel Cinematic Universe, The Avengers (Marvel Movies), The Avengers (Marvel) - All Media Types, Iron Man (Movies), Iron Man (Comics), Iron Man - All Media Types, Captain America (Movies), Captain America - All Media Types, Captain America (Comics), Addams Family - All Media Types",https://archiveofourown.org/works/16176539,"10,028","Summary: Toni’s gums ache for a split second, fresh blood flooding her mouth before she swallows it. And in that next second that curl of darkness inside of her sits up and decides that this, that Howard’s continued cruelty and abuse, will no longer be allowed. Toni licks the blood from her now too sharp teeth before she plants her hands on the floor in front of her and pushes herself back up onto her feet. This time when Howard lashes out at her Toni ducks low to avoid the blow. Crouched on the hall floor, sharp nails digging into the dark wood beneath her, Toni hisses, takes a moment to calculate, and then she leaps.","Mature Creator Chose Not To Use Archive Warnings F/M Marvel Cinematic Universe The Avengers (Marvel Movies) The Avengers (Marvel) - All Media Types Iron Man (Movies) Iron Man (Comics) Iron Man - All Media Types Captain America (Movies) Captain America - All Media Types Captain America (Comics) Addams Family - All Media Types James ""Bucky"" Barnes/Tony Stark James ""Rhodey"" Rhodes & Tony Stark Tony Stark James ""Bucky"" Barnes James ""Rhodey"" Rhodes Edwin Jarvis Jarvis (Iron Man movies) Stark Robots (Marvel) Steve Rogers Avengers Team (MCU) Alternate Universe - Always a Different Sex Female Tony Stark Always Female Tony Stark Alternate Universe - Canon Divergence Alternate Universe - Gender Changes Murder Dark Dark Magic Death Fluff and Angst Fluff and Smut Hurt/Comfort Emotional Hurt/Comfort Angst and Hurt/Comfort Implied/Referenced Child Abuse Howard Stark's A+ Parenting Inspired by Addams Family Addams Family References Pining Possessive Behavior Winter Soldier Bucky Barnes Assassination Attempt(s) Violence Blood Flirting Awkward Flirting Flirting Through Murder Murder Flirting Alternate Universe of an Alternate Universe Assassination Attempts Are Not Flirting Toni BUT RHODEY WHAT IF THEY ARE? slightly open ended BAMF Tony Stark BAMF Bucky Barnes"
A Kidnapping By Any Other Name (OLD VERSION) (INCOMPLETE),RavenMoon33,Wednesday (TV 2022),https://archiveofourown.org/works/43441404,"9,269","Summary: It all starts with the unexpected early end to the semester. Everyone else is elated to get an early start to their winter vacations. All Enid can feel is dread. Or: In which Enid is bummed out at the prospect of returning home for an extra long winter break, and Wednesday decides to fix it, as only an Addams can. Vietnamese Translation by rainbow99 Chinese Translation by ZhanxiZhang",Not Rated Creator Chose Not To Use Archive Warnings No Archive Warnings Apply F/F Wednesday (TV 2022) Wednesday Addams/Enid Sinclair Enid Sinclair & Thing Morticia Addams & Wednesday Addams Gomez Addams & Wednesday Addams Wednesday Addams & Thing Wednesday Addams Enid Sinclair Morticia Addams Gomez Addams Thing (Addams Family) Lurch (Addams Family) Protective Wednesday Addams Enid Sinclair Needs a Hug Spoilers for Wednesday (TV 2022) Season 01 Lesbian Enid Sinclair Pre-Relationship Pre-Slash Enid's Mother Sucks In fact everyone in her family and pack (besides her dad) sucks So Wednesday will just have to find a new one for her Is it a kidnap when the kidnapped person is all for it? Read here to find out! (Or to let me know in the comments because even I'm not entirely sure) Not Beta Read We die like Dalton's testicle Enid Sinclair Has ADHD Enid Sinclair is a Ray of Sunshine Greek Enid Sinclair Enid Sinclair Loves Wednesday Addams Wednesday Addams is Soft for Enid Sinclair Violinist Enid Sinclair can't believe that's not already a tag Violin-Cello Duets Protective Enid Sinclair Fluff Angst Angst and Hurt/Comfort Hurt/Comfort Happy Ending Eventual Happy Ending I pinkie promise guys
Go Easy On Me,mrsassbutt,"Wednesday (TV 2022), Addams Family - All Media Types",https://archiveofourown.org/works/43274247,"9,138",Summary: Wednesday Addams detested love. She didn’t need nor did she want it. Enter Enid Sinclair. Add some werewolf mating drama. A dash of teen angst. A sprinkle of dark horror. And it might just be a recipe for disaster. OR Enid Sinclair’s mate is Wednesday Addams and she’s kind of freaking out.,Mature Creator Chose Not To Use Archive Warnings F/F Wednesday (TV 2022) Addams Family - All Media Types Wednesday Addams/Enid Sinclair Wednesday Addams Enid Sinclair Larissa Weems Morticia Addams Gomez Addams Thing (Addams Family) Pugsley Addams Xavier Thorpe Tyler Galpin Werewolf Mates Mates True Mates Femslash Wednesday Addams is Soft for Enid Sinclair Dark Magic Dark Dark Romance Sort Of Gore Sex eventually they teens hello duh idk how to tag Addams Family References Mating Cycles/In Heat Mating Bites Pack Bonding Dubious Consent dubcon Dom/sub dom Wednesday sub enid its a werewolf thing Alpha/Omega Alpha/Beta/Omega Dynamics Omega Enid Alpha Wednesday Possessive Wednesday Possessive Enid Scenting possessive werewolf Hurt/Comfort Angst with a Happy Ending
Seeing the real you (it's not what I imagined),Rei,"Amazing Spider-Man (2012), Deadpool (Comics), Spider-Man (Comicverse)",https://archiveofourown.org/works/518316,"19,550","Summary: ""The fuck,“ Deadpool said slowly. He was staring at him in a way that made Peter feel decidedly uncomfortable, and this was saying something, considering Deadpool had a habit of leering at him at the most inappropriate times. ""Are you kidding me?"" he eventually gasped. ""How OLD are you? Twelve?“",Teen And Up Audiences Graphic Depictions Of Violence M/M Amazing Spider-Man (2012) Deadpool (Comics) Spider-Man (Comicverse) Peter Parker/Wade Wilson Peter Parker Wade Wilson Spideypool - Freeform Superfamily Hurt/Comfort Wade has standards
"baby, i’d victoria your secret anytime",ghostsoldier,"Amazing Spider-Man (2012), Deadpool (Comics), Spider-Man - All Media Types, Deadpool - All Media Types",https://archiveofourown.org/works/504186,"16,665","Summary: Peter’s known Wade for a while now, so he can maybe see how this makes sense -- like, maybe Wade has a thing about going commando and just happened to have an old girlfriend’s panties lying around, one thing led to another…but…    “And the bra?” Peter croaks.",Explicit No Archive Warnings Apply M/M Amazing Spider-Man (2012) Deadpool (Comics) Spider-Man - All Media Types Deadpool - All Media Types Peter Parker/Wade Wilson Deadpool/Spiderman Peter Parker Wade Wilson Deadpool Spiderman First Time Humor Spideypool - Freeform cross-dressing Bromance Pancakes
Folded Feathers,Era_Penn,"Deadpool - All Media Types, The Amazing Spider-Man (Movies - Webb), The Avengers (Marvel Movies), Spider-Man - All Media Types",https://archiveofourown.org/works/5090354,"15,927","Summary: Of everyone who ever saw Peter's pitch black wings, only three people stayed: Uncle Ben, Aunt May, and Gwen Stacy. Two of them are dead. Peter refuses to show his wings to anyone else, ever. And then Wade Wilson comes along with his gorgeous white and gold wings and ruins everything. (Except, he's the only one who can make Peter laugh, these days, so maybe it's just a painful sort of fixing.)",Teen And Up Audiences No Archive Warnings Apply M/M Deadpool - All Media Types The Amazing Spider-Man (Movies - Webb) The Avengers (Marvel Movies) Spider-Man - All Media Types Peter Parker/Wade Wilson Past Peter Parker/Gwen Stacy - Relationship Peter Parker Wade Wilson Tony Stark Bruce Banner Gwen Stacy's ghost Natasha Romanov Clint Barton Phil Coulson Wingfic Fluffy angsty Discrimination Ghosts slightly less crazy Wade not by much Tacos Prompt Fill Spideypool - Freeform Hurt/Comfort
Dissonance,stuckybarnes,"Deadpool (Comics), The Avengers (Marvel Movies), Deadpool - All Media Types, The Avengers (Marvel) - All Media Types, Spider-Man - All Media Types, The Amazing Spider-Man (Movies - Webb), Spider-Man (Comicverse), Marvel Cinematic Universe",https://archiveofourown.org/works/5819425,"15,171","Summary: (FIC HAS BEEN FULLY REVISED AND EDITED TO THIRD-PERSON POV! REVISED AS OF 6/30/21! WOO!) Wherein Deadpool is reluctantly hired to protect Peter Parker from an organization out to hunt him, with varying success on both ends and quite a lot of feelings, revelations, and identity crises.",Mature Graphic Depictions Of Violence M/M Deadpool (Comics) The Avengers (Marvel Movies) Deadpool - All Media Types The Avengers (Marvel) - All Media Types Spider-Man - All Media Types The Amazing Spider-Man (Movies - Webb) Spider-Man (Comicverse) Marvel Cinematic Universe Peter Parker/Wade Wilson Wade Wilson Peter Parker Tony Stark Steve Rogers Natasha Romanov Bruce Banner Clint Barton Weasel Jack Hammer (Marvel) May Parker (Spider-Man) Deadpool Spider-Man Nick Fury The Boxes Jarvis (Iron Man movies) Thor (Marvel) Matt Murdock Spideypool - Freeform Slow Build Slow Burn Friends to Lovers Hurt/Comfort Emotional Hurt/Comfort Sassy Peter Wade Has Issues Deadpool Thought Boxes Angst Fluff Fluff and Angst Avengers Family Avengers Tower Self-Esteem Issues Action/Adventure Feelings Canon-Typical Violence Humor Sexual Tension Flirting Scars Secret Identity Peter Has Issues Pansexual Character Hurt Peter Hurt Wade Romance Wade Saves Peter Immortality Fourth Wall Breaking the Fourth Wall The Author Regrets Nothing Author Is Sleep Deprived Angst with a Happy Ending Happy Ending Eventual Smut Peter is an adult no minors Peter Parker is NOT a damsel in distress Past Sexual Assault Implied/Referenced Sexual Assault in the past and in a dream sequence
