Title,Author,Fandom,Url,Kudos,Summary,Content
Giant Book of Fics,orphan_account,"僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, 文豪ストレイドッグス | Bungou Stray Dogs, モブサイコ100 | Mob Psycho 100, Haikyuu!!, Shall We Date?: Obey Me!, ヒプノシスマイク | Hypnosis Mic (Albums), Black Clover - Tabata Yuki (Anime & Manga), Shingeki no Kyojin | Attack on Titan, 昭和元禄落語心中 | Shouwa Genroku Rakugo Shinjuu (Anime), 炎炎ノ消防隊 | Enen no Shouboutai | Fire Force (Anime), A3! (Video Game), 呪術廻戦 | Jujutsu Kaisen (Anime), 東京卍リベンジャーズ | Tokyo Revengers (Manga), 東京卍リベンジャーズ | Tokyo Revengers (Anime)",https://archiveofourown.org/works/23256517,"1,502","Summary: These are all my fics from tumblr, plus some short series, just for a portfolio type thing!",Explicit Graphic Depictions Of Violence Major Character Death Rape/Non-Con F/M Multi F/F Gen M/M 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia 文豪ストレイドッグス | Bungou Stray Dogs モブサイコ100 | Mob Psycho 100 Haikyuu!! Shall We Date?: Obey Me! ヒプノシスマイク | Hypnosis Mic (Albums) Black Clover - Tabata Yuki (Anime & Manga) Shingeki no Kyojin | Attack on Titan 昭和元禄落語心中 | Shouwa Genroku Rakugo Shinjuu (Anime) 炎炎ノ消防隊 | Enen no Shouboutai | Fire Force (Anime) A3! (Video Game) 呪術廻戦 | Jujutsu Kaisen (Anime) 東京卍リベンジャーズ | Tokyo Revengers (Manga) 東京卍リベンジャーズ | Tokyo Revengers (Anime) Bakugou Katsuki/Reader Yagi Toshinori | All Might/Reader Midoriya Izuku/Reader Dazai Osamu (Bungou Stray Dogs)/Reader Kunikida Doppo (Bungou Stray Dogs)/Reader Oikawa Tooru/Reader Reigen Arataka/Reader Sylvain Jose Gautier/Reader Nozel Silva/Reader Kikuhiko | Yuurakutei Yakumo/Reader Takehisa Hinawa/Reader Todoroki Enji | Endeavor/Reader Shigaraki Tomura | Shimura Tenko/Reader Yami Sukehiro/Reader Takami Keigo | Hawks/Reader Utsuki Chikage/Reader Nanami Kento/Reader Kisaki Tetta/Reader Bakugou Katsuki Yagi Toshinori | All Might Dazai Osamu (Bungou Stray Dogs) Reigen Arataka Sawamura Daichi Bokuto Koutarou Kuroo Tetsurou Edogawa Ranpo (Bungou Stray Dogs) Leviathan (Shall We Date?: Obey Me!) Satan (Shall We Date?: Obey Me!) Lucifer (Shall We Date?: Obey Me!) Beelzebub (Shall We Date?: Obey Me!) Erwin Smith Levi (Shingeki no Kyojin) Hange Zoë Kikuhiko | Yuurakutei Yakumo Shinra Kusakabe Todoroki Enji | Endeavor Todoroki Natsuo Shigaraki Tomura | Shimura Tenko Yami Sukehiro Takami Keigo | Hawks Arisugawa Homare Spring Troupe (A3!) Winter Troupe (A3!) Summer Troupe (A3!) Autumn Troupe (A3!) Nanami Kento Kisaki Tetta Slow Burn Angst Smut Death sorry about that one bnha fic OOC Dubious Consent Mildly Dubious Consent Rape/Non-con Elements Implied/Referenced Rape/Non-con Abuse Emotional/Psychological Abuse Enemies to Lovers Enemies to Friends to Lovers
To Fall or Not to Fall... In Love?!,EmpressOfTheFlame,A3! (Video Game),https://archiveofourown.org/works/23210584,"1,310","Summary: When you'd first agreed to help the Mankai Company, you never imagined it would turn out like this... [Reader/Various] [Unconnected Drabble Collection]",Explicit No Archive Warnings Apply F/F F/M M/M Multi A3! (Video Game) Fushimi Omi/Reader Hyoudou Juuza/Reader Ikaruga Misumi/Reader Miyoshi Kazunari/Reader Minagi Tsuzuru/Reader Chigasaki Itaru/Reader Mikage Hisoka/Reader Settsu Banri/Reader Arisugawa Homare/Reader Usui Masumi/Reader Takatoo Tasuku/Reader Yukishiro Azuma/Reader Furuichi Sakyou/Reader Sakuma Sakuya/Reader Nanao Taichi/Reader Citron/Reader Rurikawa Yuki/Reader Utsuki Chikage/Reader Hyodo Kumon/Reader Fushimi Omi Hyoudou Juuza Reader You Ikaruga Misumi Miyoshi Kazunari Chigasaki Itaru Minagi Tsuzuru Mikage Hisoka Settsu Banri Arisugawa Homare Usui Masumi Takatoo Tasuku Yukishiro Azuma Furuichi Sakyou Sakuma Sakuya Nanao Taichi Citron Rurikawa Yuki Utsuki Chikage Hyodo Kumon Romance Fluff Reader-Insert collection Love Confessions Smut Blow Jobs Established Relationship Dry Humping Seduction wet dreams Cunnilingus Tea Meme First Kiss Protective Siblings Sibling Love Pregnancy Children hand-holding Tsunderes
No Good Deed,eveningstar,A3! (Video Game),https://archiveofourown.org/works/15988016,806,Summary: Banri was just trying to help a friend. He didn't expect to find out that half the goddamn company thought he was secretly dating Hyodo. (Only brief TaTsum),Teen And Up Audiences No Archive Warnings Apply M/M A3! (Video Game) Hyoudou Juuza/Settsu Banri Takatoo Tasuku/Tsukioka Tsumugi Hyoudou Juuza Settsu Banri Takatoo Tasuku Tsukioka Tsumugi Chigasaki Itaru Fushimi Omi mob uni friends
Catalyst,nocturnath,A3! (Video Game),https://archiveofourown.org/works/23068528,711,"Summary: if I write about him, will he come home in 145 gems or less? ✿ a one-shot collection of all the A3! boys in different scenarios because you should stan everyone ✿ gender neutral/female reader ✿ will be cross-posted on my tumblr, currywaifu ⤷ latest chapter: purple lilac (shine a little love) [usui masumi/reader] ⤷ fic directory in chapter 1 [2022 UPDATE: Will slowly be editing these to be written better, as well as uploading the last of my A3 WIPs]",Mature No Archive Warnings Apply F/M Multi A3! (Video Game) Hyoudou Juuza/Reader Minagi Tsuzuru/Reader Fushimi Omi/Reader Yukishiro Azuma/Reader Tsukioka Tsumugi/Reader Settsu Banri/Reader Miyoshi Kazunari/Reader Chigasaki Itaru/Reader Sumeragi Tenma/Reader Arisugawa Homare/Reader Furuichi Sakyou/Reader Rurikawa Yuki/Reader Hyoudou Juuza Fushimi Omi Minagi Tsuzuru Reader Yukishiro Azuma Rurikawa Yuki Tsukioka Tsumugi Chigasaki Itaru Miyoshi Kazunari Settsu Banri Sumeragi Tenma Arisugawa Homare Furuichi Sakyou Fluff College Awkward Flirting Flirting Dating Cuddling & Snuggling Gentle Kissing Pampering Sleepy Cuddles Dancing Fake/Pretend Relationship Mutual Pining Pining Friends to Lovers Kissing Making Out Co-workers Jealousy Not Beta Read
BOOM,prinxeling,A3! (Video Game),https://archiveofourown.org/works/21881437,560,Summary: Banri and Juza “pretend” to be boyfriends for a week to prove who would be the better boyfriend. You’ll never guess what happens next!,Teen And Up Audiences No Archive Warnings Apply M/M A3! (Video Game) Hyoudou Juuza/Settsu Banri Hyoudou Juuza Settsu Banri Fake/Pretend Relationship Slow Burn
to the fair unknown,headlong,A3! (Video Game),https://archiveofourown.org/works/22198318,541,"Summary: It turns out people really like writing fanfiction about Spring Troupe's KniRoun play. And about Lancelot and Gawain kissing, specifically. Not like Itaru's bothered by learning that. Nope. Not at all.",Teen And Up Audiences No Archive Warnings Apply M/M A3! (Video Game) Chigasaki Itaru/Utsuki Chikage Chigasaki Itaru & Furuichi Sakyo Chigasaki Itaru Utsuki Chikage Furuichi Sakyou Sakisaka Muku Settsu Banri Izumida Azami Sakuma Sakuya one-sided sakyoizu Developing Relationship Alcohol an absurd romcom that turns into an actual romance
tenten CRISIS,fimbulvetr,A3! (Video Game),https://archiveofourown.org/works/11246280,503,"Summary: In which Sumeragi Tenma makes mistakes, does laundry, and has a lot of friends.",General Audiences No Archive Warnings Apply M/M A3! (Video Game) Sumeragi Tenma/Rurikawa Yuki Sumeragi Tenma Rurikawa Yuki Miyoshi Kazunari Nanao Taichi
Mankai Suisougakubu,ImberNox,A3! (Video Game),https://archiveofourown.org/works/26492377,470,"Summary: Mankai High's Wind Symphonic gets a new director by the name of Tachibana Izumi. With only three members in the club initially, she goes to great lengths to recruit new members for her band and secure funding opportunities. Thus begins a long two years of practices and rehearsals. Along the way, Izumi realizes that, for all she needs musicians in her band, her musicians need her and each other as family even more.",Teen And Up Audiences No Archive Warnings Apply Multi A3! (Video Game) Hyoudou Juuza/Settsu Banri Arisugawa Homare/Mikage Hisoka Chigasaki Itaru/Utsuki Chikage Takatoo Tasuku/Tsukioka Tsumugi Ikaruga Misumi/Miyoshi Kazunari Sakuma Sakuya/Usui Masumi Guy/Yukishiro Azuma Settsu Banri's Sister/Tachibana Izumi Tachibana Izumi (A3!) Sakuma Sakuya Takatoo Tasuku Tsukioka Tsumugi Furuichi Sakyou Usui Masumi Chigasaki Itaru Citron (A3!) Minagi Tsuzuru Settsu Banri Hyoudou Juuza Fushimi Omi Yukishiro Azuma Guy (A3!) Nanao Taichi Mikage Hisoka Arisugawa Homare Miyoshi Kazunari Ikaruga Misumi Utsuki Chikage Settsu Banri's Sister Alternate Universe - High School Band Fic Long Shot izumi is the director and a lesbian and this is bc i love her Implied/Referenced Child Abuse Homophobia Transphobia i only tagged endgame ships but there's a lot of poly Crack Treated Seriously content warnings in beginning notes Food as a Metaphor for Love
two to tango,wingsaloof,A3! (Video Game),https://archiveofourown.org/works/21981139,467,Summary: Autumn Troupe decides to pull some strings for Sakyo and Izumi.,General Audiences No Archive Warnings Apply F/M A3! (Video Game) Furuichi Sakyou/Tachibana Izumi Furuichi Sakyou Tachibana Izumi (A3!) Settsu Banri Hyoudou Juuza Nanao Taichi Fushimi Omi Izumida Azami Fluff Humor Mutual Pining Dialogue Heavy
dear daffodil,greenfelix (literallyepsilon),A3! (Video Game),https://archiveofourown.org/works/20964857,434,"Summary: a certain banri settsu's sweet love experience with a camboy who's just as pretty as the flower his username is based after, while, a certain tsumugi tsukioka learns to love again.",Explicit No Archive Warnings Apply M/M A3! (Video Game) Settsu Banri/Tsukioka Tsumugi Settsu Banri Tsukioka Tsumugi Miyoshi Kazunari Takatoo Tasuku Minagi Tsuzuru Chigasaki Itaru Sumeragi Tenma Hyoudou Juuza camboy tsumugi side tsukkazu juten and chikaita art student banri because Ha
