Title,Author,Fandom,Url,Kudos,Summary,Content
"men, abort mission (that is the silver lining in my cloudy disposition)",quensty,All For The Game - Nora Sakavic,https://archiveofourown.org/works/7378810,"12,268","Summary: The recorded number of times someone hit on Neil Josten and got nowhere, and the one time Andrew didn't even have to try.","Teen And Up Audiences No Archive Warnings Apply M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Neil Josten Andrew Minyard Nicky Hemmick Danielle ""Dan"" Wilds Matt Boyd Allison Reynolds (All For The Game) Neil Josten the Most Oblivious Person On Planet Earth Fluff and Humor Podfic Available Translation Available"
Not Nothing,TheRainbowElectric,All For The Game - Nora Sakavic,https://archiveofourown.org/works/27735484,"11,339","Summary: “Have you considered the possibility that Neil has chosen you, but believes you have not chosen him?” Renee says. ""Have you ever explicitly told him what you want?” “Neil knows what I want,” Andrew snaps. This is not Andrew’s fault. “How do you know?” Because Neil always knows. He is as fluent in Andrew’s micro-expressions as he is in German and French. He knows which head tilts mean “go on” and which ones mean “shut up.” Without ever asking, he learned what it meant to see Andrew wearing double layers of long sleeves, or taking multiple showers in a day, and learned to hand Andrew the car keys. That has always been the most terrifying thing about Neil — his patience to wait, watch, listen, learn. The prospect that if Neil were given enough time, there would be no part of Andrew that was just Andrew’s anymore. “He has to know,” Andrew says. “Does he?” Renee says. “Have you ever known Neil to assume that he is wanted?” Five times Neil tells someone that he and Andrew aren’t dating, and one time Andrew uses his words to set the record straight.",Not Rated Creator Chose Not To Use Archive Warnings M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Neil Josten Andrew Minyard Nicky Hemmick Aaron Minyard Kevin Day Renee Walker (All For The Game) content warnings for all the canon-typical trauma 5 Things Post-Canon Developing Relationship andrew's pov Neil learning how to be people Fluff and Angst Emotional Hurt/Comfort Angst with a Happy Ending please do not copy
Trust Fall (And Welcoming Arms),SpangleBangle,All For The Game - Nora Sakavic,https://archiveofourown.org/works/8059972,"9,905","Summary: Life goes on after the Foxes win the championship, and for Andrew and Neil it's uncharted territory with only each other for guides. Maybe it's time to put away some of those hard edges, and learn how to touch more softly, and speak more honestly. And if they falter, they have their family to help them get back on their feet.",Explicit No Archive Warnings Apply M/M F/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Katelyn (All For The Game)/Aaron Minyard Neil Josten & Allison Reynolds Neil Josten Andrew Minyard Aaron Minyard Betsy Dobson Katelyn (All For The Game) Allison Reynolds (All For The Game) Post-Canon Established Relationship Vice-Captain Neil Scars Burns Canon Compliant Comfort Protectiveness Public Display of Affection Canon-Typical Homophobia POV Multiple Emotional Hurt/Comfort Platonic Female/Male Relationships Therapy Healing The Twins Non-Sexual Intimacy excessive hand holding D/s aspects Aftercare
loving you is muscle memory,Talls,All For The Game - Nora Sakavic,https://archiveofourown.org/works/7440343,"9,614","Summary: Neil has temporary amnesia, and Andrew is disconcertingly attractive. This is especially disconcerting because Neil was pretty sure he didn't swing. Nicky is endlessly pleased by the entire situation.",Teen And Up Audiences No Archive Warnings Apply M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Neil Josten Andrew Minyard Nicky Hemmick The Foxes (All For The Game) Temporary Amnesia Fluff neil is a mess And in love andrew is longsuffering and also in love nicky is very excited Medical Inaccuracies now featuring a chapter two: team reactions
Bad Dream,PalmettoFoxDen,All For The Game - Nora Sakavic,https://archiveofourown.org/works/11758911,"8,744","Summary: Andrew has a nightmare about losing Neil, so Neil spends the rest of the night in Andrew's bed. The next morning, no one can find Neil and Andrew is no help.",Not Rated Creator Chose Not To Use Archive Warnings M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Andrew Minyard Neil Josten Kevin Day Nicky Hemmick Nightmares Sharing a Bed Neil goes missing without actually going anywhere
Those That Broke Us,WriteThroughTheNight,All For The Game - Nora Sakavic,https://archiveofourown.org/works/9095254,"8,494","Summary: ""Neil doesn't talk about his mom and doesn't think about what she'd do to him if she saw him now. He has a family, he has Exy, and he has Andrew. He has more than enough, more than he ever could have dreamed of. Neil doesn't talk about his mom until a warm fall day outside the locker room, waiting for the start of their game with his team and family. It's a place that she doesn't belong, where not even a memory of her belongs, but she wriggles her way in and takes root in his chest."" Or Neil reveals, piece by piece, what life with his mom was like.","Teen And Up Audiences Creator Chose Not To Use Archive Warnings No Archive Warnings Apply M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Neil Josten Andrew Minyard Allison Reynolds (All For The Game) Danielle ""Dan"" Wilds Renee Walker (All For The Game) Matt Boyd Aaron Minyard Nicky Hemmick Kevin Day David Wymack Abby Winfield Mary Hatford Past Child Abuse Injury Sickness Neil's Past Neil's Mom Sucked"
quicksand,likearecord,All For The Game - Nora Sakavic,https://archiveofourown.org/works/35595136,"8,363","Summary: Andrew and the Idiotic, Thirsty, Ill-advised, Very Off-Limits Crush on his College Roommate's Younger Brother.",Mature No Archive Warnings Apply M/M Multi All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Neil Josten Andrew Minyard Kevin Day Aaron Minyard Alternate Universe - Canon Divergence Alternate Universe - College/University Alternate Universe - No Exy (All For The Game) vicious crushes Kevin and Neil are siblings adoptive families College Roommates Making Good Choices Thirsty Andrew Extremely horny Andrew neil is a menace Kevin has his own problems Wholesome Twinyards more tags to come no spoilers for you Slow Burn Vague Gymnastics AU willfull obliviousness
Identity Theft,likearecord,All For The Game - Nora Sakavic,https://archiveofourown.org/works/24620152,"7,614","Summary: The Foxes make a bet: will Neil really be able to tell Aaron and Andrew apart if Aaron is deliberately impersonating his twin? Or, Aaron Minyard's adventures in identity theft.",Teen And Up Audiences No Archive Warnings Apply M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Katelyn/Aaron Minyard Aaron Minyard & Andrew Minyard Aaron Minyard Andrew Minyard Neil Josten Kevin Day Allison Reynolds (All For The Game) Matt Boyd Renee Walker (All For The Game) Katelyn (All For The Game) Nicky Hemmick Wholesome Twinyards Established Relationship Hijinks & Shenanigans Neil Josten Is an Idiot Hating your brother's boyfriend a little less Pretending to be your own twin Kevin Day is surrounded by idiots Questionable Fashion Choices This is ridiculous Fluff and more fluff POV Aaron Minyard
Way Down We Go,nekojita,All For The Game - Nora Sakavic,https://archiveofourown.org/works/7070929,"7,584",Summary: How would things be different if Nathaniel and his mother had been in Seattle early enough to put him in California the same time as Andrew? What if their paths had crossed back then? What if Andrew's first promise wasn't to Aaron but to Nathaniel?,"Explicit Graphic Depictions Of Violence Rape/Non-Con M/M All For The Game - Nora Sakavic Neil Josten/Andrew Minyard Matt Boyd/Danielle ""Dan"" Wilds Seth Gordon/Allison Reynolds Neil Josten Nathaniel Wesninski Andrew Minyard Lola Romero Original Characters Riko Moriyama Kevin Day Aaron Minyard Nicky Hemmick Luther Hemmick David Wymack Abby Winfield Danielle ""Dan"" Wilds Matt Boyd Seth Gordon Allison Reynolds (All For The Game) Renee Walker (All For The Game) The Foxes Stuart Hatford Alternate Universe - Canon Divergence Pre-Canon Other Additional Tags to Be Added More characters to be added later Child Abuse Canon-Typical Violence Slow Burn Implied/Referenced Child Abuse Implied Childhood Sexual Abuse Andrew looks after his things Neil is one of those things Alternate Universe - High School but they will end up in college use of aliases Blow Jobs Hand Jobs Drug Abuse Underage Drinking Anal Sex gratuitous violence against cell phones Implied/Referenced Homophobia"
at the edge of what was,BurningFairytales,All For The Game - Nora Sakavic,https://archiveofourown.org/works/6127951,"7,501","Summary: He flips Neil’s phone open and scrolls through the call history. It’s not a long list; his own name is at the bottom, then there’s a call from Nicky one from Dan. There’s an outgoing call from Neil’s phone to Andrew’s – that day they went to Atlanta – and one to a number that isn’t saved but that Andrew recognises as Bee’s. And then there’s a call from an unknown number, no more than an hour ago. He wants to call it. He wants to call it and demand where Neil is, wants to find out whoever the number belongs to and bash their head into a wall, break every bone in their body until Neil is back with them.",Mature Graphic Depictions Of Violence M/M All For The Game - Nora Sakavic Andrew Minyard/Neil Josten Andrew Minyard Neil Josten Nicky Hemmick Kevin Day Dan Wilds Matt Boyd Renee Walker Allison Reynolds Aaron Minyard David Wymack Threats of Violence Canon Compliant Canon Rewrite Andrew POV The King's Men
