Title,Author,Fandom,Url,Kudos,Summary,Content
is this a forest? 'cuz there sure is a lot of pine,reptilianraven,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11014593,"6,224","Summary: ""How do you say ‘I love you’?” “Oh, wow, holy shit,” Michael coughs. Is his face warm? It better fucking not be. Pull yourself together, Mell. Breathe. “Where’d this sudden romantic side of you come from?” Jeremy, uncharacteristically calm, shrugs. “I figure it could be a nice icebreaker for Christine, or something? I don’t know. It’s stupid, you don’t have to tea—” “Mahal kita,” Michael says. The things he does for this boy. This boy. “I love you in Tagalog is mahal kita.” - The misadventures of Michael Mell, pining best friend extraordinaire.",Teen And Up Audiences No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Jeremy Heere Michael Mell Pining alternate title: author is filipino and having so much fun
smooth operator,reptilianraven,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11101578,"3,952","Summary: See, just a few hours ago in the hallway, Jeremy may have told a little tiny lie to Jake. Just a casual, offhand comment in reply to Jake’s casual, offhand, “Yo, just curious, but have you ever had sex?” It’s a question so out of the left field that Jeremy practically has no choice but to answer, “Pfft, yeah, of course.” It's all downhill from there. - The rumor-filled totally false account of how Jeremy Heere allegedly slept with basically everybody.",Teen And Up Audiences No Archive Warnings Apply F/F M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Brooke Lohst/Chloe Valentine Jake Dillinger/Rich Goranski Jeremy Heere Michael Mell Easy A AU Humor teenagers talking about sex despite not having any
Protector,DivineProjectZero,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11435844,"3,295","Summary: With Michael, he feels safe. (wherein Jeremy Heere is scared of girls and Michael Mell is his last line of defense.)",Explicit Creator Chose Not To Use Archive Warnings M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Jake Dillinger/Rich Goranski Jeremy Heere Michael Mell Jenna Rolan Chloe Valentine Brooke Lohst Christine Canigula Jake Dillinger Rich Goranski Alternate Universe - No Squip Comedy Fake/Pretend Relationship Chloe Valentine/OFC
who actually texts people this much,mathsgeek314,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/10847007,"3,053",Summary: Literally just the bmc gang texting each other a bunch of random stuff whilst they all try and figure out their problems,Teen And Up Audiences No Archive Warnings Apply F/F Gen M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Jake Dillinger/Rich Goranski Brooke/Chloe Valentine Jeremy Heere Michael Mell Jake Dillinger Rich Goranski Christine Canigula Brooke (Be More Chill) Chloe Valentine Jenna Rolan Texting When I say texting I mean it's all texting Basically there's gonna be a bunch of different group chats Who are all gonna be trying to get two people together This is gonna be a rollercoaster sorry in advance Rated T for swearing
Practicing,Abiggaynerd,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/10837182,"2,994","Summary: Micheal is in love with Jeremy. When he kisses him by accident, he has to come up with an excuse. Things escalate from there.",Teen And Up Audiences No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Michael Mell Jeremy Heere Kissing Two bros making out but its not gay Suicidal thoughts but nothing graphic
The Mechanics of Compromise,eatreadandsleeprepeat,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11030985,"2,800",Summary: The Squip never left. Jeremy had accepted that. But he didn't think it was going to really come back.,Teen And Up Audiences Creator Chose Not To Use Archive Warnings No Archive Warnings Apply Gen M/M Be More Chill - Iconis/Tracz Jeremy Heere & The Squip Jeremy Heere/Michael Mell Jeremy Heere The Squip (Be More Chill) Michael Mell Jeremy's Dad (Be More Chill) Christine Canigula Rich Goranski Jake Dillinger Chloe Valentine Brooke Lohst Jenna Rolan the squip comes back Post-Canon Dialogue Heavy Panic Attacks welcome to the crossover between book!squip and musical!squip Angst jeremy & squip isnt romantic in this fic btw it's definitely more of a platonic/familial relationship so no mechanics!jeremy x mechanics!squip fanart pls
Honesty Is The Best Policy,localbi,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/10816467,"2,318","Summary: Jeremy Heere: Honest Drunk The ""I didn't hook up with anyone, but I wanted to all night"" drunk. The ""dude I totally smashed your vase that one time"" drunk. You never know what they might tell you, but you also don't know what they might say about you either. Very dangerous. AKA: Jeremy gets kinda drunk and Michael drives him home and there are gay shenanigans.",General Audiences No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Michael Mell Jeremy Heere Christine Canigula Jake Dillinger Rich Goranski Jenna Rolan Underage Drinking jeremy gets drunk and super honest and says all this stuff that just Michael has a Gay Crisis boyf riends - Freeform backpack boyfriends
for your eyes only,DivineProjectZero,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/13126779,"2,293","Summary: “I’m putting this on Instagram,” Jenna says. He can hear the silent question in the way she cocks her head at him, and he thinks, what the hell, why not. “Sure,” he says. This is the moment Michael unwittingly triggers what is later dubbed as The Great Middleborough Melltdown of 2017.",Teen And Up Audiences No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Michael Mell Jeremy Heere Chloe Valentine Brooke Lohst Jake Dillinger Jenna Rolan Christine Canigula Rich Goranski Alternate Universe - No Squip Recreational Drug Use
'Multitasking',the_impardis,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11070528,"2,250",Summary: oh look another unnecessary page 80 referencing fic because Jeremy Heere is horny trash who can't keep it in his pants even over the phone.,Explicit No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Jeremy Heere Mr. Heere (mentioned) Christine Canigula (Mentioned) Michael Mell Phone Sex Dirty Talk Mutual Masturbation Jeremy Heere is a horny mess Jeremy Heere: Raging Bisexual
New Save File,carefulren,Be More Chill - Iconis/Tracz,https://archiveofourown.org/works/11107464,"2,175","Summary: ""Can I ask you a question, Jer-Bear?"" Jeremy, ignoring the stupid nickname Rich has pegged on him since the two started working together, nods before picking up his Dr. Pepper. ""What's Michael's dick like?"" (Or the one where Jeremy swears he isn't gay, and Michael silently pines after his best friend until he's not so silent about it)",Teen And Up Audiences No Archive Warnings Apply M/M Be More Chill - Iconis/Tracz Jeremy Heere/Michael Mell Jeremy Heere Michael Mell Rich Goranski Jenna Rolan Chloe Valentine Brooke Lohst Jake Dillinger Christine Canigula Mr. Heere Alternate Universe - Modern Setting Slow Burn Developing Relationship Jeremy's in Denial and Michael is just pure and perfect as always boyf riends — Freeform
